Input,Target,Prediction
sky / (djed) force soul stability mighty / great become become to power scarab / life (ba) heart strength,scarab / become heart soul (ba) life to become power strength / force great / mighty stability (djed) sky,scarab / become heart soul (ba) life to become power strength / force great / mighty stability (djed) sky
on side altar stay ox animal and of rib belly,animal belly and side rib of ox stay on altar,animal belly and side rib of ox stay on altar
opens / sky god is exists horizon sun gate found) life (or (ankh),god opens / exists (or is found) gate horizon sun sky life (ankh),god opens / exists (or is found) gate horizon sun sky life (ankh)
youth loaf give strength bread of to the heart sweet,sweet loaf of bread give strength to the youth heart,sweet loaf of bread give strength to the youth heart
papyrus reed writing book leaf scroll scribe power authority knowledge /,reed leaf writing / scribe papyrus scroll book knowledge authority power,papyrus scroll writing / scribe book knowledge authority power
and mat stay chisel stool stone the on adze near,chisel and adze stay on the stool mat near stone,chisel and adze stay on the stool mat near stone
no voice can man negation the star of hear the,negation no man can hear the voice of the star,negation no man can hear the voice of the star
great man and stay the woman old in reed shelter,old man and woman stay in the great reed shelter,old man and woman stay in the great reed shelter
the with road tills man plows field the hoe strong,strong man with the hoe plows tills the field road,strong man with the hoe plows tills the field road
conical loaf loaf god peace bread of offering altar jar vessel (give) / temple,offering loaf of bread conical loaf (give) jar vessel temple god peace / altar,offering loaf of bread conical loaf (give) jar vessel temple god peace / altar
master mighty desert the above of hill authority stay strong,mighty authority of master stay strong above the desert hill,mighty authority of master stay strong above the desert hill
of city seat ka in stay spirit master the throne,spirit ka of master stay in the seat throne city,spirit ka of master stay in the seat throne city
leaf book / knowledge power writing scribe papyrus scroll reed authority,reed leaf writing / scribe papyrus scroll book knowledge authority power,papyrus scroll writing / scribe book knowledge authority power
