Input,Target,Prediction
beautiful heart good behind / / listen hear / deity / god back,god / deity hear / listen heart behind / back beautiful / good,god / deity hear / listen heart behind / back beautiful / good
man / return west mountain behind retreat to / town back road,man to return / retreat west mountain road behind / back town,man to return / retreat west mountain road behind / back town
town beside river,river beside town,river beside town
gives father the loaf conical a to child,the father gives a conical loaf to child,the father gives a conical loaf to child
finds ripple lake water,water ripple finds lake,water ripple finds lake
thing / to make do thing hand,hand to do / make thing thing,hand to do / make thing
people plow field,people plow field,people plow field
a club with road the man a walks,a man with a club walks the road,a man with a club walks the road
god peace / satisfy gives,god gives peace / satisfy,god gives peace / satisfy
a emerges underground place great from snake the,a great snake emerges from the underground place,a great snake emerges from the underground place
man every bread jar eats,every man eats bread jar,every man eats bread jar
gives servant jar,servant gives jar,servant gives jar
of sees head man ox,man sees head of ox,man sees head of ox
watches god riverbank people,god watches riverbank people,god watches riverbank people
senet board a plays of the game scribe,the scribe plays a game of senet board,the scribe plays a game of senet board
road man / back behind return town hill desert retreat to west mountain /,man to return / retreat west mountain road behind / back desert hill town,man to return / retreat west mountain road behind / back desert hill town
horizon god hill see,god see hill horizon,god see hill horizon
stool man the mat sits old upon the,the old man sits upon the stool mat,the old man sits upon the stool mat
hill sees owl,owl sees hill,owl sees hill
mother makes sweet loaf,mother makes sweet loaf,mother makes sweet loaf
swallow great star sky sees man,man sees swallow great sky star,man sees swallow great sky star
of town do scroll writing of on truth papyrus scribe,scribe of town do writing of truth on papyrus scroll,scribe of town do writing of truth on papyrus scroll
god opens west horizon gate,god opens gate horizon west,god opens gate horizon west
life gives grain,grain gives life,grain gives life
fox peace with three a man finds skins,a man with three fox skins finds peace,a man with three fox skins finds peace
makes king bolt door,king makes door bolt,king makes door bolt
throne sits fairness king people upon with judging,king sits upon throne judging people with fairness,king sits upon throne judging people with fairness
scribe great hears king,scribe hears great king,scribe hears great king
force satisfy / drink life strength / ripple speak loaf of water / eat / peace man bread heart,man eat / drink / speak loaf of bread water ripple life strength / force heart peace / satisfy,man eat / drink / speak loaf of bread water ripple life strength / force heart peace / satisfy
follow town gate people road,people follow road gate town,people follow road gate town
rules people town power king city,king rules city town people power,king rules people city town power
town city reed shelter people house,reed shelter house people town city,reed shelter house people town city
make stone temple king great brick god,stone brick make temple god great king,stone brick make temple god great king
listen hear god /,god hear / listen,hear / listen god
clump papyrus leaf reed field lotus lake plant plant,lotus plant papyrus clump reed leaf plant field lake,reed leaf plant field plant papyrus clump lake
handle finds the with basket a woman,the woman finds a basket with handle,the woman finds a basket with handle
