Input,Target,Prediction
of light fire the becomes the the sun,the light of the sun becomes the fire,the light of the sun becomes the fire
horizon a soul star the becomes a in,a soul becomes a star in the horizon,a soul becomes a star in the horizon
life love and peace for mother town people,mother love life and peace for people town,mother love life and peace for people town
man a a of becomes the star soul,the soul of a man becomes a star,the soul of a man becomes a star
youth to jar milk gently gives mother,mother gives milk jar to youth gently,mother gives milk jar to youth gently
a the servant carries great grain lord to,a servant carries grain to the great lord,a servant carries grain to the great lord
a carries to gate the servant city grain,a servant carries grain to the city gate,a servant carries grain to the city gate
voice the the of father a youth hears,a youth hears the voice of the father,a youth hears the voice of the father
chisel the uses heart scribe for a a,a scribe uses a chisel for the heart,a scribe uses a chisel for the heart
beautiful the to mother gives a birth son,the mother gives birth to a beautiful son,the mother gives birth to a beautiful son
upon sits throne the king great chair the,the great king sits upon the throne chair,the great king sits upon the throne chair
the over storm great moves river the bank,the great storm moves over the river bank,the great storm moves over the river bank
quietly stone adze block man today beside sharpens,man sharpens adze beside stone block quietly today,man sharpens adze beside stone block quietly today
very is the of power god the great,the power of the god is very great,the power of the god is very great
peace stability and heart grants strength god eternal,god grants heart peace strength and stability eternal,god grants heart peace strength and stability eternal
to people king raises mercy granting hand,king raises hand granting mercy to people,king raises hand granting mercy to people
a high star emerges the above side mountain,a star emerges above the high mountain side,a star emerges above the high mountain side
a man field the a tilled hoe with,a man with a hoe tilled the field,a man with a hoe tilled the field
grain fields a king a of gives thousand,a king gives a thousand fields of grain,a king gives a thousand fields of grain
the ka finds peace spirit in temple the,the spirit ka finds peace in the temple,the spirit ka finds peace in the temple
rope river near water the the is tethering,the tethering rope is near the river water,the tethering rope is near the river water
