Input,Target,Prediction
gives good / father youth begets birth mother / beautiful,mother father gives birth / begets beautiful / good youth,mother father gives birth / begets beautiful / good youth
power (lord) (every) servant / master all authority,authority power master (lord) / all (every) servant,authority power master (lord) / all (every) servant
plant cuts sickle man,man cuts plant sickle,man cuts plant sickle
storm / mighty fire mountain sky great,storm fire sky great / mighty mountain,storm fire sky great / mighty mountain
mighty deity negation fear storm god / fire great (no/not) /,negation (no/not) fear storm fire great / mighty god / deity,negation (no/not) fear storm fire great / mighty god / deity
field (tills) road ripple plows sickle water river,sickle plows (tills) field river water ripple road,sickle plows (tills) field river water ripple road
youth good mother / / marrow beautiful (ankh) life venerated father,venerated / marrow father mother youth life (ankh) beautiful / good,venerated / marrow father mother youth life (ankh) beautiful / good
hears silence man desert,man hears desert silence,man hears desert silence
(djed) become backbone mighty stability / grandfather / great strong pillar,strong backbone become great / mighty pillar / grandfather stability (djed),strong backbone become great / mighty pillar / grandfather stability (djed)
river bank near live people,people live near river bank,people live near river bank
earth god forms hill,god forms earth hill,god forms earth hill
old heart soul man (truth/maat) speak drink / feather (ba) / eat,old man eat / drink / speak heart feather (truth/maat) soul (ba),old man eat / drink / speak heart feather (truth/maat) soul (ba)
hoe man field holds,man holds hoe field,man holds hoe field
house protects gate god,god protects house gate,god protects house gate
lake clump water papyrus river ripple,river water ripple lake papyrus clump,river water ripple lake papyrus clump
every father beautiful / / good love lord mother youth,lord / every father love beautiful / good youth mother,lord / every father love beautiful / good youth mother
temple gather people near,people gather near temple,people gather near temple
seat chisel stone / throne adze great,chisel adze stone seat / throne great,chisel adze stone seat / throne great
scribe man / me) seated (i book,seated man (i / me) scribe book,seated man (i / me) scribe book
sweet (ba) seated hear soul heart listen woman /,seated woman hear / listen sweet heart soul (ba),seated woman hear / listen sweet heart soul (ba)
lifts sky above god,god lifts sky above,god lifts sky above
good beautiful emerge sky (ankh) life / (great) swallow horizon,swallow (great) emerge horizon sky beautiful / good life (ankh),swallow (great) emerge horizon sky beautiful / good life (ankh)
/ cobra snake snake force club strength fear,club strength / force fear cobra snake snake,club strength / force fear cobra snake snake
pours vessel water woman,woman pours water vessel,woman pours water vessel
people settle near town riverbank,people settle near riverbank town,people settle near riverbank town
west house opens gate god,god opens house gate west,god opens house gate west
old becomes man beautiful youth,beautiful youth becomes old man,beautiful youth becomes old man
gate grandfather stability / door house (djed) pillar bolt,door bolt gate house stability (djed) pillar / grandfather,door bolt gate house stability (djed) pillar / grandfather
desert man climbs hill,man climbs desert hill,man climbs desert hill
field ox hoe / of strong head pellet grain,head of ox grain / pellet field hoe strong,head of ox grain / pellet field hoe strong
sweet / love satisfy lotus seated plant woman peace,seated woman love lotus plant sweet peace / satisfy,seated woman love lotus plant sweet peace / satisfy
walks behind hill man,man walks behind hill,man walks behind hill
hears silence man desert,man hears desert silence,man hears desert silence
