Input,Target,Prediction
great has the power king,the king has great power,the king has great power
gate     road     town     man     walks,man walks road town gate,man walks road town gate
life jar drinks woman milk,woman drinks milk jar life,woman drinks milk jar life
jars     grain     people     rack     pellet     gather,people gather jars rack grain pellet,people gather grain pellet jars rack
loves     the     beautiful     town     king     city,the king loves beautiful city town,the king loves beautiful city town
see god horizon upon people,people see god upon horizon,people see god upon horizon
ripple lotus water river riverbank plant lake,lake river riverbank water ripple lotus plant,lake river riverbank water ripple lotus plant
man road riverbank walks town beside,man walks road beside riverbank town,man walks road beside riverbank town
behind mountain road people follow,people follow road behind mountain,people follow road behind mountain
seated man the sits king,the king sits seated man,the king sits seated man
man drinks lake water ripple,man drinks water ripple lake,man drinks water ripple lake
man city walks road town,man walks road town city,man walks road town city
(truth/maat) / peace heart god / satisfy / lord truth deity feather maat,feather (truth/maat) truth / maat heart peace / satisfy god / deity lord,feather (truth/maat) truth / maat heart peace / satisfy god / deity lord
the king force rules strength with,the king rules with strength force,the king rules with strength force
venerated father hear youth heart speak,venerated father hear heart youth speak,venerated father hear heart youth speak
sky man head bird sees owl,man sees head bird owl sky,man sees head bird owl sky
people river boat cross by,people cross river by boat,people cross river by boat
peace ba soul life heart god satisfy,peace satisfy heart life soul ba god,peace satisfy heart life soul ba ka spirit
in gather grain jars people,people gather grain in jars,people gather grain in jars
tills sickle grain plows man field,man plows tills field grain sickle,man plows tills field grain sickle
life god gives ankh people,god gives life ankh people,god gives life ankh people
stool house mat man rests,man rests stool mat house,man rests house stool mat
stroke stroke book writing scribe scroll (plural scribe single thing papyrus / marker),single stroke stroke (plural marker) papyrus scroll book scribe writing / scribe thing,single stroke stroke (plural marker) papyrus scroll book scribe writing / scribe thing
grain king gives offering pellet temple,king gives offering grain pellet temple,king gives offering grain pellet temple
ka     scarab     (spirit)     star     to     life     (ankh)     (ba)     emerge     become     soul,to become scarab emerge life (ankh) soul (ba) ka (spirit) star,to become scarab emerge life (ankh) soul (ba) ka (spirit) star
jar     from     milk     woman     drinks,woman drinks milk from jar,woman drinks milk from jar
fear people sky storm fire west,people fear storm fire sky west,people fear storm fire sky west
king people gives loaf bread offering,king gives bread loaf people offering,king gives bread loaf people offering
king maat feather love truth peace,king love feather truth maat peace,king love feather truth maat peace
city people live near town,people live near city town,people live near city town
strength hand big great club force power,great big power strength force club hand,great big power strength force club hand
ring of tethering flax rope rope twisted thing coil,tethering rope coil of rope twisted flax ring thing,tethering rope coil of rope twisted flax ring thing
star west sky god watches,god watches star sky west,god watches star sky west
of head animal backbone placenta rib ox side belly /,placenta animal belly backbone side / rib head of ox,placenta animal belly backbone side / rib head of ox
god gate opens temple city,god opens gate temple city,god opens gate temple city
people     drink     ripple     river     water,people drink water ripple river,people drink water ripple river
