Input,Target,Prediction
bird sky of head horizon swallow star,head of bird swallow sky star horizon,head of bird swallow sky star horizon
rack a the emerges jar from cobra,the cobra emerges from a jar rack,the cobra emerges from a jar rack
no the snake in woman sees house,the woman sees no snake in house,the woman sees no snake in house
king the hill desert walks upon the,the king walks upon the desert hill,the king walks upon the desert hill
sickle / grain pellet field plant cut,cut sickle plant field grain / pellet,cut sickle plant field grain / pellet
to servant master the the authority gives,the master gives authority to the servant,the master gives authority to the servant
west the finds place in soul a,the soul finds a place in west,the soul finds a place in west
papyrus the scroll a on scribe writes,the scribe writes on a papyrus scroll,the scribe writes on a papyrus scroll
sits ka upon the the spirit throne,the ka spirit sits upon the throne,the ka spirit sits upon the throne
opens people found) / exists is gate house (or,house opens / exists (or is found) gate people,house opens / exists (or is found) gate people
finds the house youth a sickle in,the youth finds a sickle in house,the youth finds a sickle in house
servant carries basket of the grain a,the servant carries a basket of grain,the servant carries a basket of grain
afterlife (ba) life underground west soul,west underground soul (ba) afterlife life,west underground soul (ba) afterlife life
sees sky god star head horizon bird of eye,head of bird sky horizon sees eye god star,head of bird sky horizon sees eye god star
the the king master to gives authority,the king gives authority to the master,the king gives authority to the master
woman sees the a in lotus water,the woman sees a lotus in water,the woman sees a lotus in water
hears word the heart of life the,the heart hears the word of life,the heart hears the word of life
jar a finds woman inside milk the,the woman finds a milk jar inside,the woman finds a milk jar inside
(spirit) ka soul life (ba) power god,ka (spirit) life soul (ba) power god,ka (spirit) life soul (ba) power god
uses master the adze chisel and a,the master uses a chisel and adze,the master uses a chisel and adze
to road the finds the youth city,the youth finds the road to city,the youth finds the road to city
people woman mother life milk love jar youth,milk jar mother youth life love people woman,milk jar mother youth life love people woman
city a to heart road the finds,the heart finds a road to city,the heart finds a road to city
/ stone mountain strength (djed) stability force hill power,stone mountain hill strength / force power stability (djed),stone mountain hill strength / force power stability (djed)
